WRD_ID,Common_Name,CONSTITUENT STANDARDIZED,SAMP_DATE,SAMP_TIME,STORET,METHOD,FLAG,VALUE,TXT_VALUE,DL,MDL,UNITS,LAB_ID,SAMP_ID,REPORT_ID,PROCESSED_DATE
570001,GRIP-AWTF Influent,Anion Sum,4/8/2022,7:15:00,4208,SM 1030E,,9.5,9.5,0.001,"0",meq/L,9590,2.02E+11,997962,4/26/2022
570001,GRIP-AWTF Influent,"Bicarbonate as HCO3, Calculated",2/1/2022,8:30:00,440,SM2330B,,220,220,2,"2.0",mg/L,9590,2.02E+11,984311,2/16/2022
570001,GRIP-AWTF Influent,"Bicarbonate as HCO3, Calculated",3/7/2022,8:50:00,440,SM2330B,,200,200,2,"2.0",mg/L,9590,2.02E+11,991284,4/11/2022
570001,GRIP-AWTF Influent,"Bicarbonate as HCO3, Calculated",4/8/2022,7:15:00,440,SM2330B,,170,170,2,"2.0",mg/L,9590,2.02E+11,997962,4/26/2022
570001,GRIP-AWTF Influent,BPA,8/4/2021,9:05:00,81651,LC-MS-MS,<,10,ND,10,2.9,ng/L,9590,2.02E+11,950445,8/31/2021
570001,GRIP-AWTF Influent,BPA,10/13/2021,9:15:00,81651,LC-MS-MS,<,10,ND,10,"2.9",ng/L,9590,2.02E+11,963808,11/30/2021
570001,GRIP-AWTF Influent,BPA,2/16/2022,9:00:00,81651,LC-MS-MS,<,10,ND,10,"2.9",ng/L,9590,2.02E+11,987940,3/2/2022
570001,GRIP-AWTF Influent,Bromate,7/6/2020,9:42:00,A-027,EPA 300.1,<,5,ND,5,0.77,ug/L,9590,2.02E+11,879698,7/24/2020
570001,GRIP-AWTF Influent,Bromate by UV/VIS,7/6/2020,9:42:00,A-027,EPA 300.1,<,5,ND,5,0.77,ug/L,9590,2.02E+11,879698,7/24/2020
570001,GRIP-AWTF Influent,Caffeine,5/2/2019,12:31:00,81436,LC-MS-MS,<,100,ND,100,43,ng/L,9590,2.02E+11,802886,5/17/2019
570001,GRIP-AWTF Influent,Caffeine,2/12/2020,9:35:00,81436,LC-MS-MS,<,10,ND,10,3.8,ng/L,9590,2.02E+11,854512,2/20/2020
570001,GRIP-AWTF Influent,Caffeine,4/22/2020,9:40:00,81436,LC-MS-MS,<,10,ND,10,3.8,ng/L,9590,2.02E+11,867321,5/6/2020
570001,GRIP-AWTF Influent,Caffeine,8/12/2020,10:10:00,81436,LC-MS-MS,<,10,ND,10,3.8,ng/L,9590,2.02E+11,886807,8/30/2020
570001,GRIP-AWTF Influent,Caffeine,10/28/2020,9:00:00,81436,LC-MS-MS,<,10,ND,10,3.8,ng/L,9590,2.02E+11,900648,11/30/2020
570001,GRIP-AWTF Influent,Caffeine,2/10/2021,9:25:00,81436,LC-MS-MS,<,10,ND,10,3.8,ng/L,9590,2.02E+11,918052,2/17/2021
570001,GRIP-AWTF Influent,Caffeine,2/10/2021,9:25:00,81436,LC-MS-MS,<,10,ND,10,3.8,ng/L,9590,2.02E+11,918088,2/17/2021
570001,GRIP-AWTF Influent,Caffeine,4/21/2021,9:25:00,81436,LC-MS-MS,,5.4,J,10,3.8,ng/L,9590,2.02E+11,930776,5/28/2021
570001,GRIP-AWTF Influent,Caffeine,8/4/2021,9:05:00,81436,LC-MS-MS,,4.9,J,10,3.8,ng/L,9590,202108040720B,950445,8/31/2021
570001,GRIP-AWTF Influent,Caffeine,10/13/2021,9:15:00,81436,LC-MS-MS,<,10,ND,10,"3.8",ng/L,9590,2.02E+11,963808,11/30/2021
570001,GRIP-AWTF Influent,Caffeine,2/16/2022,9:00:00,81436,LC-MS-MS,,7,J,10,"3.8",ng/L,9590,2.02E+11,987940,3/2/2022
570001,GRIP-AWTF Influent,Calcium,2/1/2022,8:30:00,916,EPA 200.7,,62,62,1,"0.12",mg/L,9590,2.02E+11,984311,2/16/2022
570001,GRIP-AWTF Influent,Calcium,3/7/2022,8:50:00,916,EPA 200.7,,59,59,1,"0.12",mg/L,9590,2.02E+11,991284,4/11/2022
570001,GRIP-AWTF Influent,Calcium,4/8/2022,7:15:00,916,EPA 200.7,,55,55,2,"0.24",mg/L,9590,2.02E+11,997962,4/26/2022
570001,GRIP-AWTF Influent,"Carbonate as CO3, Calculated",2/1/2022,8:30:00,445,SM2330B,<,2,ND,2,"2.0",mg/L,9590,2.02E+11,984311,2/16/2022
570001,GRIP-AWTF Influent,"Carbonate as CO3, Calculated",3/7/2022,8:50:00,445,SM2330B,<,2,ND,2,"2.0",mg/L,9590,2.02E+11,991284,4/11/2022
570001,GRIP-AWTF Influent,"Carbonate as CO3, Calculated",4/8/2022,7:15:00,445,SM2330B,<,2,ND,2,"2.0",mg/L,9590,2.02E+11,997962,4/26/2022
570001,GRIP-AWTF Influent,Cation Sum,2/1/2022,8:30:00,4226,SM 1030E,,11,11,0.001,"0",meq/L,9590,2.02E+11,984311,2/16/2022
570001,GRIP-AWTF Influent,Cation Sum,3/7/2022,8:50:00,4226,SM 1030E,,11,11,0.001,"0",meq/L,9590,2.02E+11,991284,4/11/2022
570001,GRIP-AWTF Influent,Cation Sum,4/8/2022,7:15:00,4226,SM 1030E,,9.3,9.3,0.001,"0",meq/L,9590,2.02E+11,997962,4/26/2022
570001,GRIP-AWTF Influent,Chlorate,7/6/2020,9:42:00,A-037,EPA 300.0,,790,790,10,1.3,ug/L,9590,2.02E+11,879698,7/24/2020
570001,GRIP-AWTF Influent,Chloride,2/1/2022,8:30:00,940,EPA 300.0,,150,150,5,"1.4",mg/L,9590,2.02E+11,984311,2/16/2022
570001,GRIP-AWTF Influent,Chloride,3/7/2022,8:50:00,940,EPA 300.0,,160,160,5,"1.4",mg/L,9590,2.02E+11,991284,4/11/2022
570001,GRIP-AWTF Influent,Chloride,4/8/2022,7:15:00,940,EPA 300.0,,130,130,5,"1.4",mg/L,9590,2.02E+11,997962,4/26/2022
570001,GRIP-AWTF Influent,Chronic Toxicity - Larvae Growth,7/6/2020,9:42:00,WRD237,See Sub Report,,0,PASS,0,0,No Units Listed,9590,2.02E+11,879686,8/24/2020
570001,GRIP-AWTF Influent,Chronic Toxicity - Larvae Growth Effect,7/6/2020,9:42:00,WRD238,See Sub Report,,-6.51,-6.51,0,0,%,9590,2.02E+11,879686,8/24/2020
570001,GRIP-AWTF Influent,Chronic Toxicity - Larvae Survival,7/6/2020,9:42:00,WRD239,See Sub Report,,0,PASS,0,0,No Units Listed,9590,2.02E+11,879686,8/24/2020
570001,GRIP-AWTF Influent,Chronic Toxicity - Larvae Survival Effect,7/6/2020,9:42:00,WRD240,See Sub Report,,-0.85,-0.85,0,0,%,9590,2.02E+11,879686,8/24/2020
570001,GRIP-AWTF Influent,DEET,5/2/2019,12:31:00,WRD36,LC-MS-MS,<,100,ND,100,11,ng/L,9590,2.02E+11,802886,5/17/2019
570001,GRIP-AWTF Influent,DEET,2/12/2020,9:35:00,WRD36,LC-MS-MS,,26,26,10,1.2,ng/L,9590,2.02E+11,854512,2/20/2020
570001,GRIP-AWTF Influent,DEET,4/22/2020,9:40:00,WRD36,LC-MS-MS,,120,120,100,12,ng/L,9590,2.02E+11,867321,5/6/2020
570001,GRIP-AWTF Influent,DEET,8/12/2020,10:10:00,WRD36,LC-MS-MS,,28,28,10,1.2,ng/L,9590,2.02E+11,886807,8/30/2020
570001,GRIP-AWTF Influent,DEET,10/28/2020,9:00:00,WRD36,LC-MS-MS,,13,13,10,1.2,ng/L,9590,202010280411A,900648,11/30/2020
570001,GRIP-AWTF Influent,DEET,2/10/2021,9:25:00,WRD36,LC-MS-MS,,18,18,10,1.2,ng/L,9590,2.02E+11,918052,2/17/2021
570001,GRIP-AWTF Influent,DEET,2/10/2021,9:25:00,WRD36,LC-MS-MS,,19,19,10,1.2,ng/L,9590,2.02E+11,918088,2/17/2021
570001,GRIP-AWTF Influent,DEET,4/21/2021,9:25:00,WRD36,LC-MS-MS,,46,46,10,1.2,ng/L,9590,2.02E+11,930776,5/28/2021
570001,GRIP-AWTF Influent,DEET,8/4/2021,9:05:00,WRD36,LC-MS-MS,,40,40,10,1.2,ng/L,9590,202108040720C,950445,8/31/2021
570001,GRIP-AWTF Influent,DEET,10/13/2021,9:15:00,WRD36,L220,,0.018,0.018,0.0049,"0.0020",ug/L,9590,2.02E+11,963808,11/30/2021
570001,GRIP-AWTF Influent,DEET,2/16/2022,9:00:00,WRD36,LC-MS-MS,<,10,ND,10,"1.2",ng/L,9590,2.02E+11,987940,3/2/2022
570001,GRIP-AWTF Influent,Estradiol,4/21/2021,9:25:00,WRD95,LC-MS-MS,<,10,ND,10,4.4,ng/L,9590,2.02E+11,930776,5/28/2021
570001,GRIP-AWTF Influent,Estradiol,8/4/2021,9:05:00,WRD95,LC-MS-MS,<,10,ND,10,4.4,ng/L,9590,2.02E+11,950445,8/31/2021
570001,GRIP-AWTF Influent,Estradiol,10/13/2021,9:15:00,WRD95,LC-MS-MS,<,10,ND,10,"4.4",ng/L,9590,2.02E+11,963808,11/30/2021
570001,GRIP-AWTF Influent,Estradiol,2/16/2022,9:00:00,WRD95,LC-MS-MS,<,10,ND,10,"4.4",ng/L,9590,2.02E+11,987940,3/2/2022
570001,GRIP-AWTF Influent,Field pH,5/2/2019,12:31:00,400,EPA 150.1,,7.05,7.05,0.1,0,Units,9590,2.02E+11,802886,5/17/2019
570001,GRIP-AWTF Influent,Field pH,1/6/2021,9:25:00,400,EPA 150.1,,7.32,7.32,0.1,0,Units,9590,2.02E+11,911613,1/19/2021
570001,GRIP-AWTF Influent,Field pH,1/13/2021,9:25:00,400,EPA 150.1,,7.32,7.32,0.1,0,Units,9590,2.02E+11,912978,1/25/2021
570001,GRIP-AWTF Influent,Field pH,1/13/2021,9:35:00,400,EPA 150.1,,7.32,7.32,0.1,0,Units,9590,2.02E+11,912970,1/26/2021
570001,GRIP-AWTF Influent,Field pH,1/21/2021,9:25:00,400,EPA 150.1,,7.37,7.37,0.1,0,Units,9590,2.02E+11,914431,1/29/2021
570001,GRIP-AWTF Influent,Field pH,1/22/2021,10:35:00,400,EPA 150.1,,7.38,7.38,0.1,0,Units,9590,2.02E+11,914766,1/29/2021
570001,GRIP-AWTF Influent,Field pH,1/27/2021,10:18:00,400,EPA 150.1,,7.36,7.36,0.1,0,Units,9590,2.02E+11,915455,2/17/2021
570001,GRIP-AWTF Influent,Field pH,2/3/2021,9:30:00,400,EPA 150.1,,7.33,7.33,0.1,0,Units,9590,2.02E+11,916760,2/10/2021
570001,GRIP-AWTF Influent,Field pH,2/3/2021,9:30:00,400,EPA 150.1,,7.33,7.33,0.1,0,Units,9590,2.02E+11,916822,2/17/2021
570001,GRIP-AWTF Influent,Field pH,2/10/2021,9:25:00,400,EPA 150.1,,7.3,7.3,0.1,0,Units,9590,2.02E+11,918043,2/22/2021
570001,GRIP-AWTF Influent,Field pH,2/19/2021,8:25:00,400,EPA 150.1,,7.22,7.22,0.1,0,Units,9590,2.02E+11,919772,2/25/2021
570001,GRIP-AWTF Influent,Field pH,2/24/2021,9:20:00,400,EPA 150.1,,7.3,7.3,0.1,0,Units,9590,2.02E+11,920500,3/4/2021
570001,GRIP-AWTF Influent,Field pH,3/4/2021,8:30:00,400,EPA 150.1,,7.33,7.33,0.1,0,Units,9590,2.02E+11,922111,3/15/2021
570001,GRIP-AWTF Influent,Field pH,3/10/2021,8:42:00,400,EPA 150.1,,7.3,7.3,0.1,0,Units,9590,2.02E+11,923232,3/23/2021
570001,GRIP-AWTF Influent,Field pH,3/10/2021,8:42:00,400,EPA 150.1,,7.3,7.3,0.1,0,Units,9590,2.02E+11,923247,3/25/2021
570001,GRIP-AWTF Influent,Field pH,3/17/2021,9:30:00,400,EPA 150.1,,7.21,7.21,0.1,0,Units,9590,2.02E+11,924361,3/29/2021
570001,GRIP-AWTF Influent,Field pH,3/24/2021,10:20:00,400,EPA 150.1,,7.07,7.07,0.1,0,Units,9590,2.02E+11,925592,4/1/2021
570001,GRIP-AWTF Influent,Field pH,3/31/2021,8:05:00,400,EPA 150.1,,7.15,7.15,0.1,0,Units,9590,2.02E+11,926660,4/19/2021
570001,GRIP-AWTF Influent,Field pH,4/7/2021,9:15:00,400,EPA 150.1,,7.35,7.35,0.1,0,Units,9590,2.02E+11,927933,4/15/2021
570001,GRIP-AWTF Influent,Field pH,4/7/2021,10:35:00,400,EPA 150.1,,7.36,7.36,0.1,0,Units,9590,2.02E+11,927846,4/12/2021
570001,GRIP-AWTF Influent,Field pH,4/14/2021,9:30:00,400,EPA 150.1,,7.46,7.46,0.1,0,Units,9590,2.02E+11,929516,5/6/2021
570001,GRIP-AWTF Influent,Field pH,4/21/2021,9:25:00,400,EPA 150.1,,7.24,7.24,0.1,0,Units,9590,2.02E+11,930851,5/6/2021
570001,GRIP-AWTF Influent,Field pH,4/28/2021,9:25:00,400,EPA 150.1,,7.19,7.19,0.1,0,Units,9590,2.02E+11,932026,5/12/2021
570001,GRIP-AWTF Influent,Field pH,5/5/2021,9:25:00,400,EPA 150.1,,7.27,7.27,0.1,0,Units,9590,2.02E+11,933162,5/19/2021
570001,GRIP-AWTF Influent,Field pH,5/5/2021,9:25:00,400,EPA 150.1,,7.27,7.27,0.1,0,Units,9590,2.02E+11,933175,5/24/2021
570001,GRIP-AWTF Influent,Field pH,5/12/2021,9:50:00,400,EPA 150.1,,7.12,7.12,0.1,0,Units,9590,2.02E+11,934695,5/27/2021
570001,GRIP-AWTF Influent,Field pH,5/19/2021,9:50:00,400,EPA 150.1,,7.24,7.24,0.1,0,Units,9590,2.02E+11,936152,6/2/2021
570001,GRIP-AWTF Influent,Field pH,5/26/2021,9:20:00,400,EPA 150.1,,7.17,7.17,0.1,0,Units,9590,2.02E+11,937534,6/28/2021
570001,GRIP-AWTF Influent,Field pH,5/26/2021,9:20:00,400,EPA 150.1,,7.17,7.17,0.1,0,Units,9590,2.02E+11,937536,6/7/2021
570001,GRIP-AWTF Influent,Field pH,6/2/2021,10:00:00,400,EPA 150.1,,7.14,7.14,0.1,0,Units,9590,2.02E+11,938619,6/21/2021
570001,GRIP-AWTF Influent,Field pH,6/2/2021,10:00:00,400,EPA 150.1,,7.14,7.14,0.1,0,Units,9590,2.02E+11,938630,6/10/2021
570001,GRIP-AWTF Influent,Field pH,6/2/2021,10:45:00,400,EPA 150.1,,7.13,7.13,0.1,0,Units,9590,2.02E+11,938619,6/21/2021
570001,GRIP-AWTF Influent,Field pH,6/9/2021,9:25:00,400,EPA 150.1,,7.2,7.2,0.1,0,Units,9590,2.02E+11,939954,6/15/2021
570001,GRIP-AWTF Influent,Field pH,6/18/2021,14:05:00,400,EPA 150.1,,7.21,7.21,0.1,0,Units,9590,2.02E+11,941824,7/6/2021
570001,GRIP-AWTF Influent,Field pH,6/23/2021,6:05:00,400,EPA 150.1,,7.3,7.3,0.1,0,Units,9590,2.02E+11,942551,7/12/2021
570001,GRIP-AWTF Influent,Field pH,6/30/2021,7:00:00,400,EPA 150.1,,7.09,7.09,0.1,0,Units,9590,2.02E+11,943656,7/12/2021
570001,GRIP-AWTF Influent,Field pH,7/7/2021,9:20:00,400,EPA 150.1,,7.28,7.28,0.1,0,Units,9590,2.02E+11,944929,7/15/2021
570001,GRIP-AWTF Influent,Field pH,7/14/2021,8:35:00,400,EPA 150.1,,7.21,7.21,0.1,0,Units,9590,2.02E+11,946264,7/26/2021
570001,GRIP-AWTF Influent,Field pH,7/21/2021,9:15:00,400,EPA 150.1,,7.22,7.22,0.1,0,Units,9590,2.02E+11,947876,8/24/2021
570001,GRIP-AWTF Influent,Field pH,7/28/2021,9:15:00,400,EPA 150.1,,7.33,7.33,0.1,0,Units,9590,2.02E+11,949144,8/16/2021
570001,GRIP-AWTF Influent,Field pH,8/4/2021,8:25:00,400,EPA 150.1,,7.23,7.23,0.1,0,Units,9590,2.02E+11,950442,8/16/2021
570001,GRIP-AWTF Influent,Field pH,8/4/2021,9:05:00,400,EPA 150.1,,7.18,7.18,0.1,0,Units,9590,2.02E+11,950445,8/31/2021
570001,GRIP-AWTF Influent,Field pH,8/4/2021,9:05:00,400,EPA 150.1,,7.18,7.18,0.1,0,Units,9590,2.02E+11,950463,8/23/2021
570001,GRIP-AWTF Influent,Field pH,8/11/2021,9:40:00,400,EPA 150.1,,7.31,7.31,0.1,0,Units,9590,2.02E+11,951931,8/18/2021
570001,GRIP-AWTF Influent,Field pH,8/11/2021,9:40:00,400,EPA 150.1,,7.31,7.31,0.1,0,Units,9590,2.02E+11,951935,8/30/2021
570001,GRIP-AWTF Influent,Field pH,8/18/2021,9:40:00,400,EPA 150.1,,7.21,7.21,0.1,0,Units,9590,2.02E+11,953381,8/30/2021
570001,GRIP-AWTF Influent,Field pH,8/25/2021,9:35:00,400,EPA 150.1,,7.23,7.23,0.1,0,Units,9590,2.02E+11,954837,8/31/2021
570001,GRIP-AWTF Influent,Field pH,9/1/2021,8:35:00,400,EPA 150.1,,7.3,7.3,0.1,0,Units,9590,2.02E+11,955921,9/8/2021
570001,GRIP-AWTF Influent,Field pH,9/8/2021,9:20:00,400,EPA 150.1,,7.23,7.23,0.1,0,Units,9590,2.02E+11,956976,9/14/2021
570001,GRIP-AWTF Influent,Field pH,9/15/2021,9:30:00,400,EPA 150.1,,7.22,7.22,0.1,"0",Units,9590,2.02E+11,958419,9/27/2021
570001,GRIP-AWTF Influent,Field pH,9/22/2021,9:10:00,400,EPA 150.1,,7.23,7.23,0.1,"0",Units,9590,2.02E+11,959834,10/14/2021
570001,GRIP-AWTF Influent,Field pH,9/22/2021,9:10:00,400,EPA 150.1,,7.23,7.23,0.1,"0",Units,9590,2.02E+11,959835,10/12/2021
570001,GRIP-AWTF Influent,Field pH,9/22/2021,9:10:00,400,EPA 150.1,,7.23,7.23,0.1,"0",Units,9590,2.02E+11,959864,10/1/2021
570001,GRIP-AWTF Influent,Field pH,9/29/2021,9:20:00,400,EPA 150.1,,7.24,7.24,0.1,"0",Units,9590,2.02E+11,960991,10/19/2021
570001,GRIP-AWTF Influent,Field pH,10/6/2021,9:30:00,400,EPA 150.1,,7.21,7.21,0.1,"0",Units,9590,2.02E+11,962311,10/25/2021
570001,GRIP-AWTF Influent,Field pH,10/7/2021,9:00:00,400,EPA 150.1,,7.13,7.13,0.1,"0",Units,9590,2.02E+11,962631,10/25/2021
570001,GRIP-AWTF Influent,Field pH,10/7/2021,9:00:00,400,EPA 150.1,,7.13,7.13,0.1,"0",Units,9590,2.02E+11,962635,10/25/2021
570001,GRIP-AWTF Influent,Field pH,10/13/2021,9:15:00,400,EPA 150.1,,7.27,7.27,0.1,"0",Units,9590,2.02E+11,963806,11/2/2021
570001,GRIP-AWTF Influent,Field pH,10/13/2021,9:15:00,400,EPA 150.1,,7.27,7.27,0.1,"0",Units,9590,2.02E+11,963808,11/30/2021
570001,GRIP-AWTF Influent,Field pH,10/20/2021,8:55:00,400,EPA 150.1,,7.24,7.24,0.1,"0",Units,9590,2.02E+11,965269,11/4/2021
570001,GRIP-AWTF Influent,Field pH,10/28/2021,9:10:00,400,EPA 150.1,,7.16,7.16,0.1,"0",Units,9590,2.02E+11,966768,11/16/2021
570001,GRIP-AWTF Influent,Field pH,11/3/2021,10:20:00,400,EPA 150.1,,7.16,7.16,0.1,"0",Units,9590,2.02E+11,967636,11/16/2021
570001,GRIP-AWTF Influent,Field pH,11/3/2021,10:20:00,400,EPA 150.1,,7.16,7.16,0.1,"0",Units,9590,2.02E+11,967756,11/16/2021
570001,GRIP-AWTF Influent,Field pH,11/3/2021,10:20:00,400,EPA 150.1,,7.16,7.16,0.1,"0",Units,9590,2.02E+11,967662,12/16/2021
570001,GRIP-AWTF Influent,Field pH,11/10/2021,8:45:00,400,EPA 150.1,,7.14,7.14,0.1,"0",Units,9590,2.02E+11,969406,12/16/2021
570001,GRIP-AWTF Influent,Field pH,11/17/2021,9:35:00,400,EPA 150.1,,7.14,7.14,0.1,"0",Units,9590,2.02E+11,970445,12/9/2021
570001,GRIP-AWTF Influent,Field pH,11/24/2021,8:40:00,400,EPA 150.1,,7.2,7.2,0.1,"0",Units,9590,2.02E+11,971793,12/9/2021
570001,GRIP-AWTF Influent,Field pH,12/1/2021,9:35:00,400,EPA 150.1,,7.13,7.13,0.1,"0",Units,9590,2.02E+11,972572,12/13/2021
570001,GRIP-AWTF Influent,Field pH,12/8/2021,7:25:00,400,EPA 150.1,,7.26,7.26,0.1,"0",Units,9590,2.02E+11,973807,12/28/2021
570001,GRIP-AWTF Influent,Field pH,12/8/2021,7:25:00,400,EPA 150.1,,7.26,7.26,0.1,"0",Units,9590,2.02E+11,974151,12/27/2021
570001,GRIP-AWTF Influent,Field pH,1/7/2022,9:05:00,400,EPA 150.1,,7.35,7.35,0.1,"0",Units,9590,2.02E+11,979020,1/25/2022
570001,GRIP-AWTF Influent,Field pH,1/12/2022,8:30:00,400,EPA 150.1,,7.31,7.31,0.1,"0",Units,9590,2.02E+11,979981,1/20/2022
570001,GRIP-AWTF Influent,Field pH,1/19/2022,9:00:00,400,EPA 150.1,,7,7,0.1,"0",Units,9590,2.02E+11,981626,2/10/2022
570001,GRIP-AWTF Influent,Field pH,1/19/2022,9:00:00,400,EPA 150.1,,7,7,0.1,"0",Units,9590,2.02E+11,981690,2/3/2022
570001,GRIP-AWTF Influent,Field pH,1/26/2022,6:20:00,400,EPA 150.1,,7.3,7.3,0.1,"0",Units,9590,2.02E+11,983244,2/8/2022
570001,GRIP-AWTF Influent,Field pH,2/1/2022,8:30:00,400,EPA 150.1,,7.2,7.2,0.1,"0",Units,9590,2.02E+11,984311,2/16/2022
570001,GRIP-AWTF Influent,Field pH,2/2/2022,9:10:00,400,EPA 150.1,,7.15,7.15,0.1,"0",Units,9590,2.02E+11,984804,2/16/2022
570001,GRIP-AWTF Influent,Field pH,2/9/2022,9:25:00,400,EPA 150.1,,7.1,7.1,0.1,"0",Units,9590,2.02E+11,986610,3/3/2022
570001,GRIP-AWTF Influent,Field pH,2/9/2022,9:25:00,400,EPA 150.1,,7.1,7.1,0.1,"0",Units,9590,2.02E+11,986656,3/1/2022
570001,GRIP-AWTF Influent,Field pH,2/9/2022,9:25:00,400,EPA 150.1,,7.1,7.1,0.1,"0",Units,9590,2.02E+11,986657,2/28/2022
570001,GRIP-AWTF Influent,Field pH,2/16/2022,9:00:00,400,EPA 150.1,,7.19,7.19,0.1,"0",Units,9590,2.02E+11,987908,3/3/2022
570001,GRIP-AWTF Influent,Field pH,2/16/2022,9:00:00,400,EPA 150.1,,7.19,7.19,0.1,"0",Units,9590,2.02E+11,987940,3/2/2022
570001,GRIP-AWTF Influent,Field pH,2/23/2022,9:15:00,400,EPA 150.1,,7.12,7.12,0.1,"0",Units,9590,2.02E+11,989234,4/4/2022
570001,GRIP-AWTF Influent,Field pH,3/2/2022,8:50:00,400,EPA 150.1,,7.17,7.17,0.1,"0",Units,9590,2.02E+11,990447,3/22/2022
570001,GRIP-AWTF Influent,Field pH,3/2/2022,8:50:00,400,EPA 150.1,,7.17,7.17,0.1,"0",Units,9590,2.02E+11,990459,3/25/2022
570001,GRIP-AWTF Influent,Field pH,3/2/2022,8:50:00,400,EPA 150.1,,7.17,7.17,0.1,"0",Units,9590,2.02E+11,990542,4/4/2022
570001,GRIP-AWTF Influent,Field pH,3/7/2022,8:50:00,400,EPA 150.1,,7.15,7.15,0.1,"0",Units,9590,2.02E+11,991284,4/11/2022
570001,GRIP-AWTF Influent,Field pH,3/9/2022,9:15:00,400,EPA 150.1,,7.21,7.21,0.1,"0",Units,9590,2.02E+11,991924,4/11/2022
