Site,Constituent,c_nounits,STORET,Units,Date Range,Count,Methods,Nr. Non-Detects,Detection Rate,DateOfMax,Min,25th %ile,Mean,Median,75th %ile,Max,DL min,DL max,mann-kendall stats,trend,s,p,slope,intercept,Action,Notes
570048,Field pH (Units),Field pH,00400,Units,2021-2022,18,['EPA 150.1'],0,100.0,2022-05-11,5.3,6.5,6.478888888888889,6.51,6.57,6.75,0.0,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.09193861791731028, z=1.685258971051928, Tau=0.29411764705882354, s=45.0, var_s=681.6666666666666, slope=0.003750000000000031, intercept=6.488124999999999)",no trend,45.0,0.09193861791731028,0.003750000000000031,6.488124999999999,TO REVIEW,Pending statistical analysis
570048,Field pH (SU),Field pH,00400,SU,2022-2022,7,['Field Sampling' 'FieldSampling'],1,85.71428571428572,2022-07-06,6.28,6.38,6.427619047619047,6.46,6.5,6.5,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6380424517344214, z=-0.470437536140385, Tau=-0.19047619047619047, s=-4.0, var_s=40.666666666666664, slope=-0.010000000000000231, intercept=6.510000000000002)",no trend,-4.0,0.6380424517344214,-0.010000000000000231,6.510000000000002,TO REVIEW,Pending statistical analysis
570048,Lab pH (Units),Lab pH,00403,Units,2022-2022,5,['SM4500-HB'],0,100.0,2022-06-01,7.3,7.4,7.52,7.6,7.6,7.7,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.12955135290440878, z=1.5158734579197342, Tau=0.7, s=7.0, var_s=15.666666666666666, slope=0.1, intercept=7.3999999999999995)",no trend,7.0,0.12955135290440878,0.1,7.3999999999999995,TO REVIEW,Pending statistical analysis
570048,Alkalinity (mg/L),Alkalinity,00410,mg/L,2022-2022,5,['SM 2320B'],0,100.0,2022-05-03,100.0,110.0,122.0,130.0,130.0,140.0,2.0,2.0,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=15.666666666666666, slope=1.6666666666666667, intercept=126.66666666666667)",no trend,1.0,1.0,1.6666666666666667,126.66666666666667,TO REVIEW,Pending statistical analysis
570048,Anion Sum (meq/L),Anion Sum,04208,meq/L,2022-2022,5,['SM 1030E'],0,100.0,2022-06-01,9.1,10.0,10.42,11.0,11.0,11.0,0.001,0.001,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=-0.1, s=-1.0, var_s=13.0, slope=0.0, intercept=11.0)",no trend,-1.0,1.0,0.0,11.0,TO REVIEW,Pending statistical analysis
570048,"Bicarbonate as HCO3, Calculated (mg/L)","Bicarbonate as HCO3, Calculated",00440,mg/L,2022-2022,5,['SM2330B'],0,100.0,2022-05-03,120.0,130.0,148.0,160.0,160.0,170.0,2.0,2.0,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=15.666666666666666, slope=1.6666666666666667, intercept=156.66666666666666)",no trend,1.0,1.0,1.6666666666666667,156.66666666666666,TO REVIEW,Pending statistical analysis
570048,Calcium (mg/L),Calcium,00916,mg/L,2022-2022,5,['EPA 200.7'],0,100.0,2022-06-01,53.0,58.0,58.0,59.0,59.0,61.0,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6133543559547467, z=0.5052911526399114, Tau=0.3, s=3.0, var_s=15.666666666666666, slope=0.5, intercept=58.0)",no trend,3.0,0.6133543559547467,0.5,58.0,TO REVIEW,Pending statistical analysis
570048,Caffeine (ng/L),Caffeine,81436,ng/L,2019-2019,11,['LC-MS-MS'],6,45.45454545454546,2019-06-05,10.0,0.0,20.545454545454536,0.0,18.0,150.0,10.0,10.0,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=-0.01818181818181818, s=-1.0, var_s=135.66666666666666, slope=0.0, intercept=10.0)",no trend,-1.0,1.0,0.0,10.0,TO REVIEW,Pending statistical analysis
570048,Cation Sum (meq/L),Cation Sum,04226,meq/L,2022-2022,5,['SM 1030E'],0,100.0,2022-06-01,9.0,10.0,9.8,10.0,10.0,10.0,0.001,0.001,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=8.0, slope=0.0, intercept=10.0)",no trend,0.0,1.0,0.0,10.0,TO REVIEW,Pending statistical analysis
570048,Chloride (mg/L),Chloride,00940,mg/L,2022-2022,5,['EPA 300.0'],0,100.0,2022-06-01,130.0,140.0,146.0,140.0,160.0,160.0,5.0,5.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.794002680192762, z=0.26111648393354675, Tau=0.2, s=2.0, var_s=14.666666666666666, slope=2.5, intercept=135.0)",no trend,2.0,0.794002680192762,2.5,135.0,TO REVIEW,Pending statistical analysis
570048,Iron (mg/L),Iron,01045,mg/L,2022-2022,5,['EPA 200.7'],0,100.0,2022-06-01,0.024,0.025,0.027800000000000002,0.026,0.031,0.033,0.01,0.01,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=16.666666666666668, slope=8.673617379884035e-19, intercept=0.025999999999999995)",no trend,0.0,1.0,8.673617379884035e-19,0.025999999999999995,TO REVIEW,Pending statistical analysis
570048,Fluoride (mg/L),Fluoride,00951,mg/L,2022-2022,5,['SM 4500F-C'],0,100.0,2022-02-01,0.48,0.49,0.522,0.5,0.52,0.62,0.05,0.05,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=16.666666666666668, slope=-0.0025000000000000022, intercept=0.505)",no trend,0.0,1.0,-0.0025000000000000022,0.505,TO REVIEW,Pending statistical analysis
570048,"Hardness (Total, as CaCO3) (mg/L)","Hardness (Total, as CaCO3)",00900,mg/L,2022-2022,5,['SM 2340B'],0,100.0,2022-02-01,190.0,210.0,214.0,220.0,220.0,230.0,3.0,3.0,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=-0.1, s=-1.0, var_s=15.666666666666666, slope=-1.25, intercept=222.5)",no trend,-1.0,1.0,-1.25,222.5,TO REVIEW,Pending statistical analysis
570048,Potassium (mg/L),Potassium,00937,mg/L,2022-2022,5,['EPA 200.7'],0,100.0,2022-05-03,15.0,17.0,17.400000000000002,18.0,18.0,19.0,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=15.666666666666666, slope=0.16666666666666666, intercept=17.666666666666668)",no trend,1.0,1.0,0.16666666666666666,17.666666666666668,TO REVIEW,Pending statistical analysis
570048,Magnesium (mg/L),Magnesium,00927,mg/L,2022-2022,5,['EPA 200.7'],0,100.0,2022-02-01,14.0,17.0,17.0,17.0,17.0,20.0,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5790997419539188, z=-0.5547001962252291, Tau=-0.3, s=-3.0, var_s=13.0, slope=-0.375, intercept=17.75)",no trend,-3.0,0.5790997419539188,-0.375,17.75,TO REVIEW,Pending statistical analysis
570048,N-Nitrosodimethylamine (NDMA) (ng/L),N-Nitrosodimethylamine (NDMA),34438,ng/L,2019-2019,10,['EPA 521'],5,50.0,2019-07-05,2.0,0.0,20.31000000000001,2.3,64.0,67.0,2.0,2.2,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10082020163840166, z=1.6408902387494628, Tau=0.4222222222222222, s=19.0, var_s=120.33333333333333, slope=0.2999999999999998, intercept=0.850000000000001)",no trend,19.0,0.10082020163840166,0.2999999999999998,0.850000000000001,TO REVIEW,Pending statistical analysis
570048,Sodium (mg/L),Sodium,00929,mg/L,2022-2022,5,['EPA 200.7'],0,100.0,2022-06-01,110.0,120.0,122.0,120.0,130.0,130.0,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.794002680192762, z=0.26111648393354675, Tau=0.2, s=2.0, var_s=14.666666666666666, slope=1.25, intercept=117.5)",no trend,2.0,0.794002680192762,1.25,117.5,TO REVIEW,Pending statistical analysis
570048,Nitrate (as NO3) (mg/L),Nitrate (as NO3),71850,mg/L,2022-2022,5,['EPA 300.0'],0,100.0,2022-04-08,13.0,14.0,16.4,14.0,14.0,27.0,0.55,0.55,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=-0.1, s=-1.0, var_s=13.0, slope=0.0, intercept=14.0)",no trend,-1.0,1.0,0.0,14.0,TO REVIEW,Pending statistical analysis
570048,"Total Nitrate, Nitrite-N, CALC (mg/L)","Total Nitrate, Nitrite-N, CALC",A-029,mg/L,2022-2022,5,['EPA 300.0'],0,100.0,2022-04-08,3.2,3.2,3.8599999999999994,3.3,3.5,6.1,0.012,0.05,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=15.666666666666666, slope=0.04999999999999982, intercept=3.2)",no trend,1.0,1.0,0.04999999999999982,3.2,TO REVIEW,Pending statistical analysis
570048,Nitrate (as N) (mg/L),Nitrate (as N),00620,mg/L,2022-2022,5,['EPA 300.0'],0,100.0,2022-04-08,3.0,3.0,3.7199999999999998,3.2,3.3,6.1,0.12,0.12,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=15.666666666666666, slope=0.025000000000000022, intercept=3.1500000000000004)",no trend,1.0,1.0,0.025000000000000022,3.1500000000000004,TO REVIEW,Pending statistical analysis
570048,Orthophosphate-P (mg/L),Orthophosphate-P,50786,mg/L,2022-2022,5,['SM 4500P-E'],0,100.0,2022-03-07,0.16,0.22,0.256,0.26,0.3,0.34,0.01,0.01,"Mann_Kendall_Test(trend='no trend', h=False, p=0.4624327264504764, z=0.7348469228349533, Tau=0.4, s=4.0, var_s=16.666666666666668, slope=0.034166666666666665, intercept=0.19166666666666668)",no trend,4.0,0.4624327264504764,0.034166666666666665,0.19166666666666668,TO REVIEW,Pending statistical analysis
570048,Silica (mg/L),Silica,00955,mg/L,2022-2022,5,['EPA 200.7'],0,100.0,2022-06-01,16.0,17.0,17.400000000000002,18.0,18.0,18.0,0.5,0.5,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=13.0, slope=0.0, intercept=18.0)",no trend,1.0,1.0,0.0,18.0,TO REVIEW,Pending statistical analysis
570048,Strontium (mg/L),Strontium,01082,mg/L,2022-2022,5,['EPA 200.7'],0,100.0,2022-06-01,0.44,0.53,0.52,0.54,0.54,0.55,0.01,0.01,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=15.666666666666666, slope=0.0012500000000000011, intercept=0.5375000000000001)",no trend,1.0,1.0,0.0012500000000000011,0.5375000000000001,TO REVIEW,Pending statistical analysis
570048,Sucralose (ng/L),Sucralose,WRD108,ng/L,2019-2022,12,['PPCP NEG' 'LC-MS-MS'],7,41.666666666666664,2022-06-23,100.0,0.0,16166.666666666662,0.0,24000.0,92000.0,100.0,10000.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0012072550378388058, z=3.23716047189386, Tau=0.6515151515151515, s=43.0, var_s=168.33333333333334, slope=3840.0, intercept=-21020.0)",increasing,43.0,0.0012072550378388058,3840.0,-21020.0,TO REVIEW,Pending statistical analysis
570048,Sulfate (mg/L),Sulfate,00945,mg/L,2022-2022,5,['EPA 300.0'],0,100.0,2022-03-07,150.0,160.0,174.0,180.0,190.0,190.0,5.0,5.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6133543559547467, z=-0.5052911526399114, Tau=-0.3, s=-3.0, var_s=15.666666666666666, slope=-2.916666666666667, intercept=185.83333333333334)",no trend,-3.0,0.6133543559547467,-2.916666666666667,185.83333333333334,TO REVIEW,Pending statistical analysis
570048,Temperature (Degrees),Temperature,00010,Degrees,2021-2022,18,['FIELD/SM2550B'],0,100.0,2022-05-03,1.56,25.0,26.81444444444444,26.3,28.9,52.2,0.0,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.27166245232517716, z=-1.0992421631894098, Tau=-0.19607843137254902, s=-30.0, var_s=696.0, slope=-0.20714285714285705, intercept=28.96071428571429)",no trend,-30.0,0.27166245232517716,-0.20714285714285705,28.96071428571429,TO REVIEW,Pending statistical analysis
570048,Temperature (Centigrade),Temperature,00010,Centigrade,2022-2022,7,['Field Sampling' 'FieldSampling'],1,85.71428571428572,2022-06-30,27.0,27.3,23.95714285714286,27.8,28.3,28.4,0.0,0.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.016260936780450264, z=2.4030056367444423, Tau=0.8095238095238095, s=17.0, var_s=44.333333333333336, slope=0.22499999999999964, intercept=27.125)",increasing,17.0,0.016260936780450264,0.22499999999999964,27.125,TO REVIEW,Pending statistical analysis
570048,Total Organic Carbon (mg/L),Total Organic Carbon,00680,mg/L,2021-2022,20,['SM 5310C' '5310C' 'SM  5310C'],0,100.0,2022-07-06,4.0,5.7,6.040500000000001,6.1,6.5,7.53,0.0,0.2,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6494983289346121, z=0.4544592312128368, Tau=0.07894736842105263, s=15.0, var_s=949.0, slope=0.021590909090909167, intercept=5.919886363636363)",no trend,15.0,0.6494983289346121,0.021590909090909167,5.919886363636363,TO REVIEW,Pending statistical analysis
570048,Total Chlorine Residual (mg/L),Total Chlorine Residual,50060,mg/L,2021-2022,24,['Field Sampling' 'FieldSampling' 'SM 4500-CL G'],1,95.83333333333333,2022-06-30,0.59,1.33,1.4717234848484853,1.48,1.7,2.4,0.0,0.01,"Mann_Kendall_Test(trend='no trend', h=False, p=0.11790219949270897, z=1.5636397280635475, Tau=0.2318840579710145, s=64.0, var_s=1623.3333333333333, slope=0.01464285714285712, intercept=1.3166071428571429)",no trend,64.0,0.11790219949270897,0.01464285714285712,1.3166071428571429,TO REVIEW,Pending statistical analysis
570048,UV absorbance at 254 nm (cm -1),UV absorbance at 254 nm,WRD121,cm -1,2022-2022,6,['SM 5910'],1,83.33333333333334,2022-06-01,0.009,0.11,0.09566666666666666,0.114,0.116,0.118,0.009,0.009,"Mann_Kendall_Test(trend='no trend', h=False, p=0.08516790588395584, z=1.7214571252710134, Tau=0.6666666666666666, s=10.0, var_s=27.333333333333332, slope=0.0015000000000000013, intercept=0.11125)",no trend,10.0,0.08516790588395584,0.0015000000000000013,0.11125,TO REVIEW,Pending statistical analysis
570082,Field pH (Units),Field pH,400,Units,2021-2022,82,['EPA 150.1'],0,100.0,2021-07-21,5.06,5.24,5.367073170731708,5.34,5.43,7.1,0.0,0.1,"Mann_Kendall_Test(trend='decreasing', h=True, p=1.8323776951545412e-05, z=-4.284394210791872, Tau=-0.322192110809997, s=-1070.0, var_s=62255.333333333336, slope=-0.0027999999999999935, intercept=5.453399999999999)",decreasing,-1070.0,1.8323776951545412e-05,-0.0027999999999999935,5.453399999999999,TO REVIEW,Pending statistical analysis
570082,N-Nitrosodimethylamine (NDMA) (ng/L),N-Nitrosodimethylamine (NDMA),34438,ng/L,2019-2022,48,['EPA 521'],7,85.41666666666667,2019-09-18,2.0,13.0,29.02916666666669,26.0,38.0,93.0,2.0,2.3,"Mann_Kendall_Test(trend='no trend', h=False, p=0.8938035306771765, z=0.13349296110173678, Tau=0.014184397163120567, s=16.0, var_s=12626.0, slope=0.0, intercept=26.5)",no trend,16.0,0.8938035306771765,0.0,26.5,TO REVIEW,Pending statistical analysis
570082,Sucralose (ng/L),Sucralose,WRD108,ng/L,2019-2022,42,['LC-MS-MS'],36,14.285714285714292,2021-10-07,100.0,0.0,25.476190476190517,0.0,0.0,240.0,100.0,100.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0031531710158620996, z=2.9523971412061667, Tau=0.19279907084785133, s=166.0, var_s=3123.3333333333335, slope=0.0, intercept=100.0)",increasing,166.0,0.0031531710158620996,0.0,100.0,TO REVIEW,Pending statistical analysis
570082,Temperature (Degrees),Temperature,10,Degrees,2021-2022,81,['FIELD/SM2550B'],0,100.0,2021-08-18,22.2,23.3,25.5641975308642,25.0,28.2,29.5,0.0,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.13851144107498858, z=1.48135709650096, Tau=0.11234567901234568, s=364.0, var_s=60047.333333333336, slope=0.0181818181818182, intercept=24.272727272727273)",no trend,364.0,0.13851144107498858,0.0181818181818182,24.272727272727273,TO REVIEW,Pending statistical analysis
570082,Total Chlorine Residual (mg/L),Total Chlorine Residual,50060,mg/L,2021-2022,81,['SM 4500-CL G'],0,100.0,2021-02-03,0.15,0.55,0.9330864197530873,0.83,1.21,2.66,0.0,0.01,"Mann_Kendall_Test(trend='decreasing', h=True, p=4.289204710539174e-05, z=-4.091322337486741, Tau=-0.30987654320987656, s=-1004.0, var_s=60100.0, slope=-0.009272486772486772, intercept=1.200899470899471)",decreasing,-1004.0,4.289204710539174e-05,-0.009272486772486772,1.200899470899471,TO REVIEW,Pending statistical analysis
570082,Total Organic Carbon (mg/L),Total Organic Carbon,680,mg/L,2019-2022,151,['SM  5310C'],96,36.423841059602644,2020-07-14,0.2,0.0,0.22560169188157725,0.0,0.31,6.3,0.2,2.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.16608089514110969, z=-1.3849070365711136, Tau=-0.07328918322295806, s=-830.0, var_s=358317.3333333333, slope=0.0, intercept=0.3)",no trend,-830.0,0.16608089514110969,0.0,0.3,TO REVIEW,Pending statistical analysis
570088,48 Hour Presumptive (PositiveTub),48 Hour Presumptive,J-009,PositiveTub,2020-2022,644,['SM  9221B'],635,1.3975155279503042,2020-07-15,1.0,0.0,0.029503105590064083,0.0,0.0,5.0,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.41540806648397677, z=-0.814413571452857, Tau=-0.0032649749331066526, s=-676.0, var_s=686938.0, slope=0.0, intercept=1.0)",no trend,-676.0,0.41540806648397677,0.0,1.0,TO REVIEW,Pending statistical analysis
570088,Acetaldehyde (ug/L),Acetaldehyde,77001,ug/L,2019-2022,35,['EPA 556'],23,34.28571428571429,2021-07-07,1.0,0.0,0.5142857142857138,0.0,1.1,2.7,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.21184369667150982, z=1.2485117813180424, Tau=0.12605042016806722, s=75.0, var_s=3513.0, slope=0.0, intercept=1.0)",no trend,75.0,0.21184369667150982,0.0,1.0,TO REVIEW,Pending statistical analysis
570088,Alkalinity (mg/L),Alkalinity,410,mg/L,2020-2020,6,['SM 2320B'],0,100.0,2020-12-09,42.0,44.0,46.666666666666664,46.0,50.0,50.0,2.0,2.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.1805996164939243, z=-1.3389110974330103, Tau=-0.5333333333333333, s=-8.0, var_s=27.333333333333332, slope=-1.0, intercept=49.5)",no trend,-8.0,0.1805996164939243,-1.0,49.5,TO REVIEW,Pending statistical analysis
570088,"Alpha, Two Sigma Error (pCi/L)","Alpha, Two Sigma Error",1502,pCi/L,2019-2022,35,['EPA 900.0'],0,100.0,2020-04-15,0.32,0.54,0.6702057142857141,0.66,0.82,1.0,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.181486264383095, z=-1.3361927982819854, Tau=-0.15966386554621848, s=-95.0, var_s=4949.0, slope=-0.0050000000000000044, intercept=0.7450000000000001)",no trend,-95.0,0.181486264383095,-0.0050000000000000044,0.7450000000000001,TO REVIEW,Pending statistical analysis
570088,Aluminum (ug/L),Aluminum,1105,ug/L,2019-2022,35,['EPA 200.8'],24,31.42857142857143,2022-03-02,20.0,0.0,11.114285714285696,0.0,25.0,71.0,20.0,20.0,"Mann_Kendall_Test(trend='increasing', h=True, p=3.2118470660869036e-07, z=5.1105720989798735, Tau=0.49747899159663866, s=296.0, var_s=3332.0, slope=0.11764705882352941, intercept=18.0)",increasing,296.0,3.2118470660869036e-07,0.11764705882352941,18.0,TO REVIEW,Pending statistical analysis
570088,Anion Sum (meq/L),Anion Sum,4208,meq/L,2020-2020,6,['SM 1030E'],0,100.0,2020-12-10,2.8,2.8,2.8666666666666663,2.8,2.9,3.0,0.001,0.001,"Mann_Kendall_Test(trend='no trend', h=False, p=0.4109480267103225, z=0.822226451793038, Tau=0.3333333333333333, s=5.0, var_s=23.666666666666668, slope=0.020000000000000018, intercept=2.8)",no trend,5.0,0.4109480267103225,0.020000000000000018,2.8,TO REVIEW,Pending statistical analysis
570088,Barium (ug/L),Barium,1007,ug/L,2019-2022,35,['EPA 200.8'],25,28.57142857142857,2020-05-06,2.0,0.0,0.6685714285714285,0.0,2.1,2.6,2.0,2.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.24450060696820053, z=-1.1638110157405501, Tau=-0.11092436974789915, s=-66.0, var_s=3119.3333333333335, slope=0.0, intercept=2.0)",no trend,-66.0,0.24450060696820053,0.0,2.0,TO REVIEW,Pending statistical analysis
570088,"Beta, Two Sigma Error (pCi/L)","Beta, Two Sigma Error",3502,pCi/L,2019-2022,35,['EPA 900.0'],0,100.0,2020-03-11,0.29,0.42,0.5397171428571428,0.59,0.62,0.77,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6486917062792099, z=-0.4555804469898605, Tau=-0.05546218487394958, s=-33.0, var_s=4933.666666666667, slope=-0.0010000000000000009, intercept=0.607)",no trend,-33.0,0.6486917062792099,-0.0010000000000000009,0.607,TO REVIEW,Pending statistical analysis
570088,Boron (mg/L),Boron,1020,mg/L,2019-2022,42,['EPA 200.7'],0,100.0,2021-09-08,0.16,0.2,0.2228571428571429,0.22,0.24,0.29,0.05,0.05,"Mann_Kendall_Test(trend='increasing', h=True, p=6.463888794439043e-06, z=4.510618473374319, Tau=0.4796747967479675, s=413.0, var_s=8343.0, slope=0.001875, intercept=0.18656250000000002)",increasing,413.0,6.463888794439043e-06,0.001875,0.18656250000000002,TO REVIEW,Pending statistical analysis
570088,Bromate (ug/L),Bromate,A-027,ug/L,2019-2022,35,['EPA 317'],23,34.28571428571429,2020-03-11,1.0,0.0,0.5028571428571424,0.0,1.3,2.1,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.4182938328744177, z=0.809384816778813, Tau=0.08235294117647059, s=49.0, var_s=3517.0, slope=0.0, intercept=1.0)",no trend,49.0,0.4182938328744177,0.0,1.0,TO REVIEW,Pending statistical analysis
