,SAMP_DATE_SAMP_TIME,WRD_ID,Common_Name,CONSTITUENT STANDARDIZED,STORET,METHOD,FLAG,VALUE,TXT_VALUE,DL,MDL,UNITS,LAB_ID,SAMP_ID,REPORT_ID,PROCESSED_DATE,legal limit
33,2020-02-12 09:35:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,<,10.0,ND,10.0,3.8,ng/L,9590,202002120430,854512,2020-02-20,4.593209512728562
34,2020-04-22 09:40:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,<,10.0,ND,10.0,3.8,ng/L,9590,202004220727,867321,2020-05-06,4.593209512728562
35,2020-08-12 10:10:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,<,10.0,ND,10.0,3.8,ng/L,9590,202008120618,886807,2020-08-30,4.593209512728562
36,2020-10-28 09:00:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,<,10.0,ND,10.0,3.8,ng/L,9590,202010280411,900648,2020-11-30,4.593209512728562
37,2021-02-10 09:25:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,<,10.0,ND,10.0,3.8,ng/L,9590,202102100447,918052,2021-02-17,4.593209512728562
38,2021-02-10 09:25:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,<,10.0,ND,10.0,3.8,ng/L,9590,202102100516,918088,2021-02-17,4.593209512728562
39,2021-04-21 09:25:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,,5.4,J,10.0,3.8,ng/L,9590,202104210512,930776,2021-05-28,4.593209512728562
40,2021-08-04 09:05:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,,4.9,J,10.0,3.8,ng/L,9590,202108040720B,950445,2021-08-31,4.593209512728562
41,2021-10-13 09:15:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,<,10.0,ND,10.0,3.8,ng/L,9590,202110140045,963808,2021-11-30,4.593209512728562
42,2022-02-16 09:00:00,570001,GRIP-AWTF Influent,Caffeine,81436,LC-MS-MS,,7.0,J,10.0,3.8,ng/L,9590,202202161087,987940,2022-03-02,4.593209512728562
43,2022-02-01 08:30:00,570001,GRIP-AWTF Influent,Calcium,00916,EPA 200.7,,62.0,62,1.0,0.12,mg/L,9590,202202010601,984311,2022-02-16,3.6598683452581007
44,2022-03-07 08:50:00,570001,GRIP-AWTF Influent,Calcium,00916,EPA 200.7,,59.0,59,1.0,0.12,mg/L,9590,202203070178,991284,2022-04-11,3.6598683452581007
45,2022-04-08 07:15:00,570001,GRIP-AWTF Influent,Calcium,00916,EPA 200.7,,55.0,55,2.0,0.24,mg/L,9590,202204090044,997962,2022-04-26,3.6598683452581007
46,2022-02-01 08:30:00,570001,GRIP-AWTF Influent,"Carbonate as CO3, Calculated",00445,SM2330B,<,2.0,ND,2.0,2.0,mg/L,9590,202202010601,984311,2022-02-16,4.296289562545319
47,2022-03-07 08:50:00,570001,GRIP-AWTF Influent,"Carbonate as CO3, Calculated",00445,SM2330B,<,2.0,ND,2.0,2.0,mg/L,9590,202203070178,991284,2022-04-11,4.296289562545319
48,2022-04-08 07:15:00,570001,GRIP-AWTF Influent,"Carbonate as CO3, Calculated",00445,SM2330B,<,2.0,ND,2.0,2.0,mg/L,9590,202204090044,997962,2022-04-26,4.296289562545319
49,2022-02-01 08:30:00,570001,GRIP-AWTF Influent,Cation Sum,04226,SM 1030E,,11.0,11,0.001,0.0,meq/L,9590,202202010601,984311,2022-02-16,2.7845048656561837
50,2022-03-07 08:50:00,570001,GRIP-AWTF Influent,Cation Sum,04226,SM 1030E,,11.0,11,0.001,0.0,meq/L,9590,202203070178,991284,2022-04-11,2.7845048656561837
51,2022-04-08 07:15:00,570001,GRIP-AWTF Influent,Cation Sum,04226,SM 1030E,,9.3,9.3,0.001,0.0,meq/L,9590,202204090044,997962,2022-04-26,2.7845048656561837
52,2020-07-06 09:42:00,570001,GRIP-AWTF Influent,Chlorate,A-037,EPA 300.0,,790.0,790,10.0,1.3,ug/L,9590,202007060416,879698,2020-07-24,0.1280583842353067
53,2022-02-01 08:30:00,570001,GRIP-AWTF Influent,Chloride,00940,EPA 300.0,,150.0,150,5.0,1.4,mg/L,9590,202202010601,984311,2022-02-16,2.6423831435788783
54,2022-03-07 08:50:00,570001,GRIP-AWTF Influent,Chloride,00940,EPA 300.0,,160.0,160,5.0,1.4,mg/L,9590,202203070178,991284,2022-04-11,2.6423831435788783
55,2022-04-08 07:15:00,570001,GRIP-AWTF Influent,Chloride,00940,EPA 300.0,,130.0,130,5.0,1.4,mg/L,9590,202204090044,997962,2022-04-26,2.6423831435788783
56,2020-07-06 09:42:00,570001,GRIP-AWTF Influent,Chronic Toxicity - Larvae Growth,WRD237,See Sub Report,,0.0,PASS,0.0,0.0,,9590,202007060404,879686,2020-08-24,0.733243246119572
57,2020-07-06 09:42:00,570001,GRIP-AWTF Influent,Chronic Toxicity - Larvae Growth Effect,WRD238,See Sub Report,,-6.51,-6.51,0.0,0.0,%,9590,202007060404,879686,2020-08-24,4.198847886160338
58,2020-07-06 09:42:00,570001,GRIP-AWTF Influent,Chronic Toxicity - Larvae Survival,WRD239,See Sub Report,,0.0,PASS,0.0,0.0,,9590,202007060404,879686,2020-08-24,4.137340684498889
59,2020-07-06 09:42:00,570001,GRIP-AWTF Influent,Chronic Toxicity - Larvae Survival Effect,WRD240,See Sub Report,,-0.85,-0.85,0.0,0.0,%,9590,202007060404,879686,2020-08-24,0.19030920706184007
60,2019-05-02 12:31:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,<,100.0,ND,100.0,11.0,ng/L,9590,201905020591,802886,2019-05-17,2.0976487229211243
61,2020-02-12 09:35:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,,26.0,26,10.0,1.2,ng/L,9590,202002120430,854512,2020-02-20,2.0976487229211243
62,2020-04-22 09:40:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,,120.0,120,100.0,12.0,ng/L,9590,202004220727,867321,2020-05-06,2.0976487229211243
63,2020-08-12 10:10:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,,28.0,28,10.0,1.2,ng/L,9590,202008120618,886807,2020-08-30,2.0976487229211243
64,2020-10-28 09:00:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,,13.0,13,10.0,1.2,ng/L,9590,202010280411A,900648,2020-11-30,2.0976487229211243
65,2021-02-10 09:25:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,,18.0,18,10.0,1.2,ng/L,9590,202102100447,918052,2021-02-17,2.0976487229211243
66,2021-02-10 09:25:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,,19.0,19,10.0,1.2,ng/L,9590,202102100516,918088,2021-02-17,2.0976487229211243
67,2021-04-21 09:25:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,,46.0,46,10.0,1.2,ng/L,9590,202104210512,930776,2021-05-28,2.0976487229211243
68,2021-08-04 09:05:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,,40.0,40,10.0,1.2,ng/L,9590,202108040720C,950445,2021-08-31,2.0976487229211243
69,2021-10-13 09:15:00,570001,GRIP-AWTF Influent,DEET,WRD36,L220,,0.018,0.018,0.0049,0.002,ug/L,9590,202110140045,963808,2021-11-30,2.0976487229211243
70,2022-02-16 09:00:00,570001,GRIP-AWTF Influent,DEET,WRD36,LC-MS-MS,<,10.0,ND,10.0,1.2,ng/L,9590,202202161087,987940,2022-03-02,2.0976487229211243
71,2021-04-21 09:25:00,570001,GRIP-AWTF Influent,Estradiol,WRD95,LC-MS-MS,<,10.0,ND,10.0,4.4,ng/L,9590,202104210512,930776,2021-05-28,2.155238294515666
72,2021-08-04 09:05:00,570001,GRIP-AWTF Influent,Estradiol,WRD95,LC-MS-MS,<,10.0,ND,10.0,4.4,ng/L,9590,202108040720,950445,2021-08-31,2.155238294515666
73,2021-10-13 09:15:00,570001,GRIP-AWTF Influent,Estradiol,WRD95,LC-MS-MS,<,10.0,ND,10.0,4.4,ng/L,9590,202110140045,963808,2021-11-30,2.155238294515666
74,2022-02-16 09:00:00,570001,GRIP-AWTF Influent,Estradiol,WRD95,LC-MS-MS,<,10.0,ND,10.0,4.4,ng/L,9590,202202161087,987940,2022-03-02,2.155238294515666
75,2019-05-02 12:31:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.05,7.05,0.1,0.0,Units,9590,201905020591,802886,2019-05-17,3.2332997809359147
76,2021-01-06 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.32,7.32,0.1,0.0,Units,9590,202101060708,911613,2021-01-19,3.2332997809359147
77,2021-01-13 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.32,7.32,0.1,0.0,Units,9590,202101130815,912978,2021-01-25,3.2332997809359147
78,2021-01-13 09:35:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.32,7.32,0.1,0.0,Units,9590,202101130792,912970,2021-01-26,3.2332997809359147
79,2021-01-21 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.37,7.37,0.1,0.0,Units,9590,202101210239,914431,2021-01-29,3.2332997809359147
80,2021-01-22 10:35:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.38,7.38,0.1,0.0,Units,9590,202101220441,914766,2021-01-29,3.2332997809359147
81,2021-01-27 10:18:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.36,7.36,0.1,0.0,Units,9590,202101270624,915455,2021-02-17,3.2332997809359147
82,2021-02-03 09:30:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.33,7.33,0.1,0.0,Units,9590,202102030529,916760,2021-02-10,3.2332997809359147
83,2021-02-03 09:30:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.33,7.33,0.1,0.0,Units,9590,202102030710,916822,2021-02-17,3.2332997809359147
84,2021-02-10 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.3,7.3,0.1,0.0,Units,9590,202102100428,918043,2021-02-22,3.2332997809359147
85,2021-02-19 08:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.22,7.22,0.1,0.0,Units,9590,202102190347,919772,2021-02-25,3.2332997809359147
86,2021-02-24 09:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.3,7.3,0.1,0.0,Units,9590,202102240485,920500,2021-03-04,3.2332997809359147
87,2021-03-04 08:30:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.33,7.33,0.1,0.0,Units,9590,202103040401,922111,2021-03-15,3.2332997809359147
88,2021-03-10 08:42:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.3,7.3,0.1,0.0,Units,9590,202103100787,923232,2021-03-23,3.2332997809359147
89,2021-03-10 08:42:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.3,7.3,0.1,0.0,Units,9590,202103100818,923247,2021-03-25,3.2332997809359147
90,2021-03-17 09:30:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.21,7.21,0.1,0.0,Units,9590,202103170395,924361,2021-03-29,3.2332997809359147
91,2021-03-24 10:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.07,7.07,0.1,0.0,Units,9590,202103240451,925592,2021-04-01,3.2332997809359147
92,2021-03-31 08:05:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.15,7.15,0.1,0.0,Units,9590,202103310563,926660,2021-04-19,3.2332997809359147
93,2021-04-07 09:15:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.35,7.35,0.1,0.0,Units,9590,202104080227,927933,2021-04-15,3.2332997809359147
94,2021-04-07 10:35:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.36,7.36,0.1,0.0,Units,9590,202104080015,927846,2021-04-12,3.2332997809359147
95,2021-04-14 09:30:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.46,7.46,0.1,0.0,Units,9590,202104150383,929516,2021-05-06,3.2332997809359147
96,2021-04-21 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.24,7.24,0.1,0.0,Units,9590,202104210709,930851,2021-05-06,3.2332997809359147
97,2021-04-28 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.19,7.19,0.1,0.0,Units,9590,202104280483,932026,2021-05-12,3.2332997809359147
98,2021-05-05 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.27,7.27,0.1,0.0,Units,9590,202105050811,933162,2021-05-19,3.2332997809359147
99,2021-05-05 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.27,7.27,0.1,0.0,Units,9590,202105050843,933175,2021-05-24,3.2332997809359147
100,2021-05-12 09:50:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.12,7.12,0.1,0.0,Units,9590,202105121037,934695,2021-05-27,3.2332997809359147
101,2021-05-19 09:50:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.24,7.24,0.1,0.0,Units,9590,202105190464,936152,2021-06-02,3.2332997809359147
102,2021-05-26 09:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.17,7.17,0.1,0.0,Units,9590,202105260458,937534,2021-06-28,3.2332997809359147
103,2021-05-26 09:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.17,7.17,0.1,0.0,Units,9590,202105260460,937536,2021-06-07,3.2332997809359147
104,2021-06-02 10:00:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.14,7.14,0.1,0.0,Units,9590,202106020656,938619,2021-06-21,3.2332997809359147
105,2021-06-02 10:00:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.14,7.14,0.1,0.0,Units,9590,202106020698,938630,2021-06-10,3.2332997809359147
106,2021-06-02 10:45:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.13,7.13,0.1,0.0,Units,9590,202106020657,938619,2021-06-21,3.2332997809359147
107,2021-06-09 09:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.2,7.2,0.1,0.0,Units,9590,202106090895,939954,2021-06-15,3.2332997809359147
108,2021-06-18 14:05:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.21,7.21,0.1,0.0,Units,9590,202106210071,941824,2021-07-06,3.2332997809359147
109,2021-06-23 06:05:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.3,7.3,0.1,0.0,Units,9590,202106230453,942551,2021-07-12,3.2332997809359147
110,2021-06-30 07:00:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.09,7.09,0.1,0.0,Units,9590,202106300469,943656,2021-07-12,3.2332997809359147
111,2021-07-07 09:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.28,7.28,0.1,0.0,Units,9590,202107080964,944929,2021-07-15,3.2332997809359147
112,2021-07-14 08:35:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.21,7.21,0.1,0.0,Units,9590,202107141385,946264,2021-07-26,3.2332997809359147
113,2021-07-21 09:15:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.22,7.22,0.1,0.0,Units,9590,202107211092,947876,2021-08-24,3.2332997809359147
114,2021-07-28 09:15:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.33,7.33,0.1,0.0,Units,9590,202107280426,949144,2021-08-16,3.2332997809359147
115,2021-08-04 08:25:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.23,7.23,0.1,0.0,Units,9590,202108040714,950442,2021-08-16,3.2332997809359147
116,2021-08-04 09:05:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.18,7.18,0.1,0.0,Units,9590,202108040720,950445,2021-08-31,3.2332997809359147
117,2021-08-04 09:05:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.18,7.18,0.1,0.0,Units,9590,202108040785,950463,2021-08-23,3.2332997809359147
118,2021-08-11 09:40:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.31,7.31,0.1,0.0,Units,9590,202108110766,951931,2021-08-18,3.2332997809359147
119,2021-08-11 09:40:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.31,7.31,0.1,0.0,Units,9590,202108110770,951935,2021-08-30,3.2332997809359147
120,2021-08-18 09:40:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.21,7.21,0.1,0.0,Units,9590,202108180668,953381,2021-08-30,3.2332997809359147
121,2021-08-25 09:35:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.23,7.23,0.1,0.0,Units,9590,202108250828,954837,2021-08-31,3.2332997809359147
122,2021-09-01 08:35:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.3,7.30,0.1,0.0,Units,9590,202109010439,955921,2021-09-08,3.2332997809359147
123,2021-09-08 09:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.23,7.23,0.1,0.0,Units,9590,202109080610,956976,2021-09-14,3.2332997809359147
124,2021-09-15 09:30:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.22,7.22,0.1,0.0,Units,9590,202109150573,958419,2021-09-27,3.2332997809359147
125,2021-09-22 09:10:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.23,7.23,0.1,0.0,Units,9590,202109220558,959834,2021-10-14,3.2332997809359147
126,2021-09-22 09:10:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.23,7.23,0.1,0.0,Units,9590,202109220559,959835,2021-10-12,3.2332997809359147
127,2021-09-22 09:10:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.23,7.23,0.1,0.0,Units,9590,202109220667,959864,2021-10-01,3.2332997809359147
128,2021-09-29 09:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.24,7.24,0.1,0.0,Units,9590,202109290677,960991,2021-10-19,3.2332997809359147
129,2021-10-06 09:30:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.21,7.21,0.1,0.0,Units,9590,202110060855,962311,2021-10-25,3.2332997809359147
130,2021-10-07 09:00:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.13,7.13,0.1,0.0,Units,9590,202110070944,962631,2021-10-25,3.2332997809359147
131,2021-10-07 09:00:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.13,7.13,0.1,0.0,Units,9590,202110070975,962635,2021-10-25,3.2332997809359147
132,2021-10-13 09:15:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.27,7.27,0.1,0.0,Units,9590,202110140043,963806,2021-11-02,3.2332997809359147
133,2021-10-13 09:15:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.27,7.27,0.1,0.0,Units,9590,202110140045,963808,2021-11-30,3.2332997809359147
134,2021-10-20 08:55:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.24,7.24,0.1,0.0,Units,9590,202110200809,965269,2021-11-04,3.2332997809359147
135,2021-10-28 09:10:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.16,7.16,0.1,0.0,Units,9590,202110290005,966768,2021-11-16,3.2332997809359147
136,2021-11-03 10:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.16,7.16,0.1,0.0,Units,9590,202111030357,967636,2021-11-16,3.2332997809359147
137,2021-11-03 10:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.16,7.16,0.1,0.0,Units,9590,202111030418,967756,2021-11-16,3.2332997809359147
138,2021-11-03 10:20:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.16,7.16,0.1,0.0,Units,9590,202111030415,967662,2021-12-16,3.2332997809359147
139,2021-11-10 08:45:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.14,7.14,0.1,0.0,Units,9590,202111110515,969406,2021-12-16,3.2332997809359147
140,2021-11-17 09:35:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.14,7.14,0.1,0.0,Units,9590,202111170812,970445,2021-12-09,3.2332997809359147
141,2021-11-24 08:40:00,570001,GRIP-AWTF Influent,Field pH,00400,EPA 150.1,,7.2,7.2,0.1,0.0,Units,9590,202111240462,971793,2021-12-09,3.2332997809359147
